,content,sentiment,value
3406,Went for the premium subscription without a doubt. Definitely benefitial to those to use it honestly. Edit: Everything's good but after changing phones I've suffered having to manually copy the same habit list because the sync function just doesn't work.,Positive,1
3407,The app is great. I wanted to use this app as a way to help me to creat a better habit and staying on track with certain things. For me the notifications don't work unles I open the app and by that point its like my reminders have passed.. other then that easy app to use and navigate.,Positive,1
3408,Don't get any reminders for the goals inspite of setting it a number of times!,Positive,1
3409,Pretty average app,Positive,1
3410,The Reminder option is not working....I have paid for premium to use the app to its full potential but Unfortunately....The basic feature of the app to remind you to stick to your schedule with respect to habits you creat dosent work....kindly help by resolving this issue... Color code Options are limited that can be assigmed to the newly added habit,Positive,1
3411,A great way to track goals but quite limited in functionaliry and the Google fit integration doesn't work.,Positive,1
3412,Could do with a reward or goal feature when habit followed.,Positive,1
3413,It's an okay app but I have found better ones such as I am sober. This needs to be paid for to be useful.,Positive,1
3414,The app does not let me create a widget despite the fact that I have logged in ☹️,Positive,1
3415,The free app is too limited. Other than that it's a good one!,Positive,1
3416,I just started using this app. my week actually starts with Saturdays while only Sundays and Mondays are mentioned. if you could modify this detail that'd be really appreciated 🙏,Positive,1
3417,Synching between my Chromebook and phone is a necessity for me and does not work on this app. The color coding for completed tasks is not intuitive.,Negative,0
3418,App is awesome n also helps alot but its inbuilt password once forgot don't opens the app. Evertime i need to log out and again log in it. Plz solve my issue,Positive,1
3419,I really like this application. Very well done!  My reason for 3 and  not 5stars is the lack of any security. No option for fingerprint or pin before viewing what could be sensitive personal information.  PLEASE ADD SECURITY!,Positive,1
3420,Good app but faulty notifications. The notifications and reminders were working perfectly but they only work now if I open the app. By that point it's too late. I need the reminders to work to be effective. I purchased the full version.,Positive,1
3421,It's ok but a bit too simple and the inspirational messages don't change not really very motivating to use this app compared to my previous habit tracker. The App's look doesn't come exciting to look at as well.,Positive,1
3422,I paid for the premium version but all my habits records was deleted without explanation. They fix that problem.,Positive,1
3423,shows monthly when startup even after changing it in the settings to show weekly. otherwise all around good app.,Positive,1
3424,😀,Negative,0
3425,good,Positive,1
3426,it’s a great app and works great. helps me keep track of whether or not I took pills or did excercises or not. However it lacks the feature of ”multiple times a day” So if for instance a person was trying to create a habit to do something twice in one day. this app won't help since you can only click that you did it once. Does anybody know if thier is an app that has this feature?,Positive,1
3427,I bought the paid verison. It does help us track the habits with simple yes or no questions and by answering with numbers. But habits aren't as simple as it is... we need other methods to track habits like options to enter time. If I want to develop a habit of waking up by 7.. it shouldn't be a yes or no question... I should be able to enter the time track it over the month.,Positive,1
3428,I really like the app. Maybe just work on improving the graphs a bit more,Positive,1
3429,Good,Positive,1
3430,Good app but only counts by day. 5 stars if there was an option to count times a week as well.,Positive,1
3431,nice but no daily notification come,Positive,1
3432,unable to set custom notification sound. it uses default sound even after changing. others looks good.,Positive,1
3433,"Good function, weird execution. The program works great, but it has weird way of reminding the user of the habit. like saying Hey, tiger"" its just weird",Positive,1
3434,love it,Positive,1
3435,Good app. Minus one star because of the constant nagging. And that's in the paid version. :-(,Positive,1
3436,Ok app,Positive,1
3437,"Great for progress. Their motivation quotes stopped working. Plus it doesn't remember which habit you were last viewing... so a pain in the ass ""weekly"" intrusive display. I specifically looked for this app. Because it's simple and easy on the eyes.",Positive,1
3438,Great for creating or breaking habits. Thanks so much.,Positive,1
3439,Great,Positive,1
3440,Solid habit tracking app. Great for what I needed it for.,Positive,1
